county_id,county,state,Sum Stations
26157,Tuscola County,Michigan,No stations reported.
26159,Van Buren County,Michigan,No stations reported.
26161,Washtenaw County,Michigan,No stations reported.
26163,Wayne County,Michigan,No stations reported.
26165,Wexford County,Michigan,No stations reported.
27001,Aitkin County,Minnesota,No stations reported.
27003,Anoka County,Minnesota,No stations reported.
27005,Becker County,Minnesota,No stations reported.
27007,Beltrami County,Minnesota,No stations reported.
27009,Benton County,Minnesota,No stations reported.
27011,Big Stone County,Minnesota,No stations reported.
27013,Blue Earth County,Minnesota,No stations reported.
27015,Brown County,Minnesota,No stations reported.
27017,Carlton County,Minnesota,No stations reported.
27019,Carver County,Minnesota,No stations reported.
27021,Cass County,Minnesota,No stations reported.
27023,Chippewa County,Minnesota,No stations reported.
27025,Chisago County,Minnesota,No stations reported.
27027,Clay County,Minnesota,No stations reported.
27029,Clearwater County,Minnesota,No stations reported.
27031,Cook County,Minnesota,No stations reported.
27033,Cottonwood County,Minnesota,No stations reported.
27035,Crow Wing County,Minnesota,No stations reported.
27037,Dakota County,Minnesota,No stations reported.
27039,Dodge County,Minnesota,No stations reported.
27041,Douglas County,Minnesota,No stations reported.
27043,Faribault County,Minnesota,No stations reported.
27045,Fillmore County,Minnesota,No stations reported.
27047,Freeborn County,Minnesota,No stations reported.
27049,Goodhue County,Minnesota,No stations reported.
27051,Grant County,Minnesota,No stations reported.
27053,Hennepin County,Minnesota,No stations reported.
27055,Houston County,Minnesota,No stations reported.
27057,Hubbard County,Minnesota,No stations reported.
27059,Isanti County,Minnesota,No stations reported.
27061,Itasca County,Minnesota,No stations reported.
27063,Jackson County,Minnesota,No stations reported.
27065,Kanabec County,Minnesota,No stations reported.
27067,Kandiyohi County,Minnesota,No stations reported.
27069,Kittson County,Minnesota,No stations reported.
27071,Koochiching County,Minnesota,No stations reported.
27073,Lac qui Parle County,Minnesota,No stations reported.
27075,Lake County,Minnesota,No stations reported.
27077,Lake of the Woods County,Minnesota,No stations reported.
27079,Le Sueur County,Minnesota,No stations reported.
27081,Lincoln County,Minnesota,No stations reported.
27083,Lyon County,Minnesota,No stations reported.
27085,McLeod County,Minnesota,No stations reported.
27087,Mahnomen County,Minnesota,No stations reported.
27089,Marshall County,Minnesota,No stations reported.
27091,Martin County,Minnesota,No stations reported.
27093,Meeker County,Minnesota,No stations reported.
27095,Mille Lacs County,Minnesota,No stations reported.
27097,Morrison County,Minnesota,No stations reported.
27099,Mower County,Minnesota,No stations reported.
27101,Murray County,Minnesota,No stations reported.
27103,Nicollet County,Minnesota,No stations reported.
27105,Nobles County,Minnesota,No stations reported.
27107,Norman County,Minnesota,No stations reported.
27109,Olmsted County,Minnesota,No stations reported.
27111,Otter Tail County,Minnesota,No stations reported.
27113,Pennington County,Minnesota,No stations reported.
27115,Pine County,Minnesota,No stations reported.
27117,Pipestone County,Minnesota,No stations reported.
27119,Polk County,Minnesota,No stations reported.
27121,Pope County,Minnesota,No stations reported.
27123,Ramsey County,Minnesota,No stations reported.
27125,Red Lake County,Minnesota,No stations reported.
27127,Redwood County,Minnesota,No stations reported.
27129,Renville County,Minnesota,No stations reported.
27131,Rice County,Minnesota,No stations reported.
27133,Rock County,Minnesota,No stations reported.
27135,Roseau County,Minnesota,No stations reported.
27137,St. Louis County,Minnesota,No stations reported.
27139,Scott County,Minnesota,No stations reported.
27141,Sherburne County,Minnesota,No stations reported.
27143,Sibley County,Minnesota,No stations reported.
27145,Stearns County,Minnesota,No stations reported.
27147,Steele County,Minnesota,No stations reported.
27149,Stevens County,Minnesota,No stations reported.
27151,Swift County,Minnesota,No stations reported.
27153,Todd County,Minnesota,No stations reported.
27155,Traverse County,Minnesota,No stations reported.
27157,Wabasha County,Minnesota,No stations reported.
27159,Wadena County,Minnesota,No stations reported.
27161,Waseca County,Minnesota,No stations reported.
27163,Washington County,Minnesota,No stations reported.
27165,Watonwan County,Minnesota,No stations reported.
27167,Wilkin County,Minnesota,No stations reported.
27169,Winona County,Minnesota,No stations reported.
27171,Wright County,Minnesota,No stations reported.
27173,Yellow Medicine County,Minnesota,No stations reported.
28001,Adams County,Mississippi,No stations reported.
28003,Alcorn County,Mississippi,No stations reported.
28005,Amite County,Mississippi,No stations reported.
28007,Attala County,Mississippi,No stations reported.
28009,Benton County,Mississippi,No stations reported.
28011,Bolivar County,Mississippi,No stations reported.
28013,Calhoun County,Mississippi,No stations reported.
28015,Carroll County,Mississippi,No stations reported.
28017,Chickasaw County,Mississippi,No stations reported.
28019,Choctaw County,Mississippi,No stations reported.
28021,Claiborne County,Mississippi,No stations reported.
28023,Clarke County,Mississippi,No stations reported.
28025,Clay County,Mississippi,No stations reported.
28027,Coahoma County,Mississippi,No stations reported.
28029,Copiah County,Mississippi,No stations reported.
28031,Covington County,Mississippi,No stations reported.
28033,DeSoto County,Mississippi,No stations reported.
28035,Forrest County,Mississippi,No stations reported.
28037,Franklin County,Mississippi,No stations reported.
28039,George County,Mississippi,No stations reported.
28041,Greene County,Mississippi,No stations reported.
28043,Grenada County,Mississippi,No stations reported.
28045,Hancock County,Mississippi,No stations reported.
28047,Harrison County,Mississippi,No stations reported.
28049,Hinds County,Mississippi,No stations reported.
28051,Holmes County,Mississippi,No stations reported.
28053,Humphreys County,Mississippi,No stations reported.
28055,Issaquena County,Mississippi,No stations reported.
28057,Itawamba County,Mississippi,No stations reported.
28059,Jackson County,Mississippi,No stations reported.
28061,Jasper County,Mississippi,No stations reported.
28063,Jefferson County,Mississippi,No stations reported.
28065,Jefferson Davis County,Mississippi,No stations reported.
28067,Jones County,Mississippi,No stations reported.
28069,Kemper County,Mississippi,No stations reported.
28071,Lafayette County,Mississippi,No stations reported.
28073,Lamar County,Mississippi,No stations reported.
28075,Lauderdale County,Mississippi,No stations reported.
28077,Lawrence County,Mississippi,No stations reported.
28079,Leake County,Mississippi,No stations reported.
28081,Lee County,Mississippi,No stations reported.
28083,Leflore County,Mississippi,No stations reported.
28085,Lincoln County,Mississippi,No stations reported.
28087,Lowndes County,Mississippi,No stations reported.
28089,Madison County,Mississippi,No stations reported.
28091,Marion County,Mississippi,No stations reported.
28093,Marshall County,Mississippi,No stations reported.
28095,Monroe County,Mississippi,No stations reported.
28097,Montgomery County,Mississippi,No stations reported.
28099,Neshoba County,Mississippi,No stations reported.
28101,Newton County,Mississippi,No stations reported.
28103,Noxubee County,Mississippi,No stations reported.
28105,Oktibbeha County,Mississippi,No stations reported.
28107,Panola County,Mississippi,No stations reported.
28109,Pearl River County,Mississippi,No stations reported.
28111,Perry County,Mississippi,No stations reported.
28113,Pike County,Mississippi,No stations reported.
28115,Pontotoc County,Mississippi,No stations reported.
28117,Prentiss County,Mississippi,No stations reported.
28119,Quitman County,Mississippi,No stations reported.
28121,Rankin County,Mississippi,No stations reported.
28123,Scott County,Mississippi,No stations reported.
28125,Sharkey County,Mississippi,No stations reported.
28127,Simpson County,Mississippi,No stations reported.
28129,Smith County,Mississippi,No stations reported.
28131,Stone County,Mississippi,No stations reported.
28133,Sunflower County,Mississippi,No stations reported.
28135,Tallahatchie County,Mississippi,No stations reported.
28137,Tate County,Mississippi,No stations reported.
28139,Tippah County,Mississippi,No stations reported.
28141,Tishomingo County,Mississippi,No stations reported.
28143,Tunica County,Mississippi,No stations reported.
28145,Union County,Mississippi,No stations reported.
28147,Walthall County,Mississippi,No stations reported.
28149,Warren County,Mississippi,No stations reported.
28151,Washington County,Mississippi,No stations reported.
28153,Wayne County,Mississippi,No stations reported.
28155,Webster County,Mississippi,No stations reported.
28157,Wilkinson County,Mississippi,No stations reported.
28159,Winston County,Mississippi,No stations reported.
28161,Yalobusha County,Mississippi,No stations reported.
28163,Yazoo County,Mississippi,No stations reported.
29001,Adair County,Missouri,No stations reported.
29003,Andrew County,Missouri,No stations reported.
29005,Atchison County,Missouri,No stations reported.
29007,Audrain County,Missouri,No stations reported.
29009,Barry County,Missouri,No stations reported.
29011,Barton County,Missouri,No stations reported.
29013,Bates County,Missouri,No stations reported.
29015,Benton County,Missouri,No stations reported.
29017,Bollinger County,Missouri,No stations reported.
29019,Boone County,Missouri,No stations reported.
29021,Buchanan County,Missouri,No stations reported.
29023,Butler County,Missouri,No stations reported.
29025,Caldwell County,Missouri,No stations reported.
29027,Callaway County,Missouri,No stations reported.
29029,Camden County,Missouri,No stations reported.
29031,Cape Girardeau County,Missouri,No stations reported.
29033,Carroll County,Missouri,No stations reported.
29035,Carter County,Missouri,No stations reported.
29037,Cass County,Missouri,No stations reported.
29039,Cedar County,Missouri,No stations reported.
29041,Chariton County,Missouri,No stations reported.
29043,Christian County,Missouri,No stations reported.
29045,Clark County,Missouri,No stations reported.
29047,Clay County,Missouri,No stations reported.
29049,Clinton County,Missouri,No stations reported.
29051,Cole County,Missouri,No stations reported.
29053,Cooper County,Missouri,No stations reported.
29055,Crawford County,Missouri,No stations reported.
29057,Dade County,Missouri,No stations reported.
29059,Dallas County,Missouri,No stations reported.
29061,Daviess County,Missouri,No stations reported.
29063,DeKalb County,Missouri,No stations reported.
29065,Dent County,Missouri,No stations reported.
29067,Douglas County,Missouri,No stations reported.
29069,Dunklin County,Missouri,No stations reported.
29071,Franklin County,Missouri,No stations reported.
29073,Gasconade County,Missouri,No stations reported.
29075,Gentry County,Missouri,No stations reported.
29077,Greene County,Missouri,No stations reported.
29079,Grundy County,Missouri,No stations reported.
29081,Harrison County,Missouri,No stations reported.
29083,Henry County,Missouri,No stations reported.
29085,Hickory County,Missouri,No stations reported.
29087,Holt County,Missouri,No stations reported.
29089,Howard County,Missouri,No stations reported.
29091,Howell County,Missouri,No stations reported.
29093,Iron County,Missouri,No stations reported.
29095,Jackson County,Missouri,No stations reported.
29097,Jasper County,Missouri,No stations reported.
29099,Jefferson County,Missouri,No stations reported.
29101,Johnson County,Missouri,No stations reported.
29103,Knox County,Missouri,No stations reported.
29105,Laclede County,Missouri,No stations reported.
29107,Lafayette County,Missouri,No stations reported.
29109,Lawrence County,Missouri,No stations reported.
29111,Lewis County,Missouri,No stations reported.
29113,Lincoln County,Missouri,No stations reported.
29115,Linn County,Missouri,No stations reported.
29117,Livingston County,Missouri,No stations reported.
29119,McDonald County,Missouri,No stations reported.
29121,Macon County,Missouri,No stations reported.
29123,Madison County,Missouri,No stations reported.
29125,Maries County,Missouri,No stations reported.
29127,Marion County,Missouri,No stations reported.
29129,Mercer County,Missouri,No stations reported.
29131,Miller County,Missouri,No stations reported.
29133,Mississippi County,Missouri,No stations reported.
29135,Moniteau County,Missouri,No stations reported.
29137,Monroe County,Missouri,No stations reported.
29139,Montgomery County,Missouri,No stations reported.
29141,Morgan County,Missouri,No stations reported.
29143,New Madrid County,Missouri,No stations reported.
29145,Newton County,Missouri,No stations reported.
29147,Nodaway County,Missouri,No stations reported.
29149,Oregon County,Missouri,No stations reported.
29151,Osage County,Missouri,No stations reported.
29153,Ozark County,Missouri,No stations reported.
29155,Pemiscot County,Missouri,No stations reported.
29157,Perry County,Missouri,No stations reported.
29159,Pettis County,Missouri,No stations reported.
29161,Phelps County,Missouri,No stations reported.
29163,Pike County,Missouri,No stations reported.
29165,Platte County,Missouri,No stations reported.
29167,Polk County,Missouri,No stations reported.
29169,Pulaski County,Missouri,No stations reported.
29171,Putnam County,Missouri,No stations reported.
29173,Ralls County,Missouri,No stations reported.
29175,Randolph County,Missouri,No stations reported.
29177,Ray County,Missouri,No stations reported.
29179,Reynolds County,Missouri,No stations reported.
29181,Ripley County,Missouri,No stations reported.
29183,St. Charles County,Missouri,No stations reported.
29185,St. Clair County,Missouri,No stations reported.
29186,Ste. Genevieve County,Missouri,No stations reported.
29187,St. Francois County,Missouri,No stations reported.
29189,St. Louis County,Missouri,No stations reported.
29195,Saline County,Missouri,No stations reported.
29197,Schuyler County,Missouri,No stations reported.
29199,Scotland County,Missouri,No stations reported.
29201,Scott County,Missouri,No stations reported.
29203,Shannon County,Missouri,No stations reported.
29205,Shelby County,Missouri,No stations reported.
29207,Stoddard County,Missouri,No stations reported.
29209,Stone County,Missouri,No stations reported.
29211,Sullivan County,Missouri,No stations reported.
29213,Taney County,Missouri,No stations reported.
29215,Texas County,Missouri,No stations reported.
29217,Vernon County,Missouri,No stations reported.
29219,Warren County,Missouri,No stations reported.
29221,Washington County,Missouri,No stations reported.
29223,Wayne County,Missouri,No stations reported.
29225,Webster County,Missouri,No stations reported.
29227,Worth County,Missouri,No stations reported.
29229,Wright County,Missouri,No stations reported.
29510,St. Louis city,Missouri,No stations reported.
30001,Beaverhead County,Montana,No stations reported.
30003,Big Horn County,Montana,No stations reported.
30005,Blaine County,Montana,No stations reported.
30007,Broadwater County,Montana,No stations reported.
30009,Carbon County,Montana,No stations reported.
30011,Carter County,Montana,No stations reported.
30013,Cascade County,Montana,No stations reported.
30015,Chouteau County,Montana,No stations reported.
30017,Custer County,Montana,No stations reported.
30019,Daniels County,Montana,No stations reported.
30021,Dawson County,Montana,No stations reported.
30023,Deer Lodge County,Montana,No stations reported.
30025,Fallon County,Montana,No stations reported.
30027,Fergus County,Montana,No stations reported.
30029,Flathead County,Montana,No stations reported.
30031,Gallatin County,Montana,No stations reported.
30033,Garfield County,Montana,No stations reported.
30035,Glacier County,Montana,No stations reported.
30037,Golden Valley County,Montana,No stations reported.
30039,Granite County,Montana,No stations reported.
30041,Hill County,Montana,No stations reported.
30043,Jefferson County,Montana,No stations reported.
30045,Judith Basin County,Montana,No stations reported.
30047,Lake County,Montana,No stations reported.
30049,Lewis and Clark County,Montana,No stations reported.
30051,Liberty County,Montana,No stations reported.
30053,Lincoln County,Montana,No stations reported.
30055,McCone County,Montana,No stations reported.
30057,Madison County,Montana,No stations reported.
30059,Meagher County,Montana,No stations reported.
30061,Mineral County,Montana,No stations reported.
30063,Missoula County,Montana,No stations reported.
30065,Musselshell County,Montana,No stations reported.
30067,Park County,Montana,No stations reported.
30069,Petroleum County,Montana,No stations reported.
30071,Phillips County,Montana,No stations reported.
30073,Pondera County,Montana,No stations reported.
30075,Powder River County,Montana,No stations reported.
30077,Powell County,Montana,No stations reported.
30079,Prairie County,Montana,No stations reported.
30081,Ravalli County,Montana,No stations reported.
30083,Richland County,Montana,No stations reported.
30085,Roosevelt County,Montana,No stations reported.
30087,Rosebud County,Montana,No stations reported.
30089,Sanders County,Montana,No stations reported.
30091,Sheridan County,Montana,No stations reported.
30093,Silver Bow County,Montana,No stations reported.
30095,Stillwater County,Montana,No stations reported.
30097,Sweet Grass County,Montana,No stations reported.
30099,Teton County,Montana,No stations reported.
30101,Toole County,Montana,No stations reported.
30103,Treasure County,Montana,No stations reported.
30105,Valley County,Montana,No stations reported.
30107,Wheatland County,Montana,No stations reported.
30109,Wibaux County,Montana,No stations reported.
30111,Yellowstone County,Montana,No stations reported.
30113,Yellowstone National Park,Montana,No stations reported.
31001,Adams County,Nebraska,No stations reported.
31003,Antelope County,Nebraska,No stations reported.
31005,Arthur County,Nebraska,No stations reported.
31007,Banner County,Nebraska,No stations reported.
31009,Blaine County,Nebraska,No stations reported.
31011,Boone County,Nebraska,No stations reported.
31013,Box Butte County,Nebraska,No stations reported.
31015,Boyd County,Nebraska,No stations reported.
31017,Brown County,Nebraska,No stations reported.
31019,Buffalo County,Nebraska,No stations reported.
31021,Burt County,Nebraska,No stations reported.
31023,Butler County,Nebraska,No stations reported.
31025,Cass County,Nebraska,No stations reported.
31027,Cedar County,Nebraska,No stations reported.
31029,Chase County,Nebraska,No stations reported.
31031,Cherry County,Nebraska,No stations reported.
31033,Cheyenne County,Nebraska,No stations reported.
31035,Clay County,Nebraska,No stations reported.
31037,Colfax County,Nebraska,No stations reported.
31039,Cuming County,Nebraska,No stations reported.
31041,Custer County,Nebraska,No stations reported.
31043,Dakota County,Nebraska,No stations reported.
31045,Dawes County,Nebraska,No stations reported.
31047,Dawson County,Nebraska,No stations reported.
31049,Deuel County,Nebraska,No stations reported.
31051,Dixon County,Nebraska,No stations reported.
31053,Dodge County,Nebraska,No stations reported.
31055,Douglas County,Nebraska,No stations reported.
31057,Dundy County,Nebraska,No stations reported.
31059,Fillmore County,Nebraska,No stations reported.
31061,Franklin County,Nebraska,No stations reported.
31063,Frontier County,Nebraska,No stations reported.
31065,Furnas County,Nebraska,No stations reported.
31067,Gage County,Nebraska,No stations reported.
31069,Garden County,Nebraska,No stations reported.
31071,Garfield County,Nebraska,No stations reported.
31073,Gosper County,Nebraska,No stations reported.
31075,Grant County,Nebraska,No stations reported.
31077,Greeley County,Nebraska,No stations reported.
31079,Hall County,Nebraska,No stations reported.
31081,Hamilton County,Nebraska,No stations reported.
31083,Harlan County,Nebraska,No stations reported.
31085,Hayes County,Nebraska,No stations reported.
31087,Hitchcock County,Nebraska,No stations reported.
31089,Holt County,Nebraska,No stations reported.
31091,Hooker County,Nebraska,No stations reported.
31093,Howard County,Nebraska,No stations reported.
31095,Jefferson County,Nebraska,No stations reported.
31097,Johnson County,Nebraska,No stations reported.
31099,Kearney County,Nebraska,No stations reported.
31101,Keith County,Nebraska,No stations reported.
31103,Keya Paha County,Nebraska,No stations reported.
31105,Kimball County,Nebraska,No stations reported.
31107,Knox County,Nebraska,No stations reported.
31109,Lancaster County,Nebraska,No stations reported.
31111,Lincoln County,Nebraska,No stations reported.
31113,Logan County,Nebraska,No stations reported.
31115,Loup County,Nebraska,No stations reported.
31117,McPherson County,Nebraska,No stations reported.
31119,Madison County,Nebraska,No stations reported.
31121,Merrick County,Nebraska,No stations reported.
31123,Morrill County,Nebraska,No stations reported.
31125,Nance County,Nebraska,No stations reported.
31127,Nemaha County,Nebraska,No stations reported.
31129,Nuckolls County,Nebraska,No stations reported.
31131,Otoe County,Nebraska,No stations reported.
31133,Pawnee County,Nebraska,No stations reported.
31135,Perkins County,Nebraska,No stations reported.
31137,Phelps County,Nebraska,No stations reported.
31139,Pierce County,Nebraska,No stations reported.
31141,Platte County,Nebraska,No stations reported.
31143,Polk County,Nebraska,No stations reported.
31145,Red Willow County,Nebraska,No stations reported.
31147,Richardson County,Nebraska,No stations reported.
31149,Rock County,Nebraska,No stations reported.
31151,Saline County,Nebraska,No stations reported.
31153,Sarpy County,Nebraska,No stations reported.
31155,Saunders County,Nebraska,No stations reported.
31157,Scotts Bluff County,Nebraska,No stations reported.
31159,Seward County,Nebraska,No stations reported.
31161,Sheridan County,Nebraska,No stations reported.
31163,Sherman County,Nebraska,No stations reported.
31165,Sioux County,Nebraska,No stations reported.
31167,Stanton County,Nebraska,No stations reported.
31169,Thayer County,Nebraska,No stations reported.
31171,Thomas County,Nebraska,No stations reported.
31173,Thurston County,Nebraska,No stations reported.
31175,Valley County,Nebraska,No stations reported.
31177,Washington County,Nebraska,No stations reported.
31179,Wayne County,Nebraska,No stations reported.
31181,Webster County,Nebraska,No stations reported.
31183,Wheeler County,Nebraska,No stations reported.
31185,York County,Nebraska,No stations reported.
32001,Churchill County,Nevada,No stations reported.
32003,Clark County,Nevada,No stations reported.
32005,Douglas County,Nevada,No stations reported.
32007,Elko County,Nevada,No stations reported.
32009,Esmeralda County,Nevada,No stations reported.
32011,Eureka County,Nevada,No stations reported.
32013,Humboldt County,Nevada,No stations reported.
32015,Lander County,Nevada,No stations reported.
32017,Lincoln County,Nevada,No stations reported.
32019,Lyon County,Nevada,No stations reported.
32021,Mineral County,Nevada,No stations reported.
32023,Nye County,Nevada,No stations reported.
32027,Pershing County,Nevada,No stations reported.
32029,Storey County,Nevada,No stations reported.
32031,Washoe County,Nevada,No stations reported.
32033,White Pine County,Nevada,No stations reported.
32510,Carson City,Nevada,No stations reported.
33001,Belknap County,New Hampshire,No stations reported.
33003,Carroll County,New Hampshire,No stations reported.
33005,Cheshire County,New Hampshire,No stations reported.
33007,Coos County,New Hampshire,No stations reported.
33009,Grafton County,New Hampshire,No stations reported.
33011,Hillsborough County,New Hampshire,No stations reported.
33013,Merrimack County,New Hampshire,No stations reported.
33015,Rockingham County,New Hampshire,No stations reported.
33017,Strafford County,New Hampshire,No stations reported.
33019,Sullivan County,New Hampshire,No stations reported.
34001,Atlantic County,New Jersey,No stations reported.
34003,Bergen County,New Jersey,No stations reported.
34005,Burlington County,New Jersey,No stations reported.
34007,Camden County,New Jersey,No stations reported.
34009,Cape May County,New Jersey,No stations reported.
34011,Cumberland County,New Jersey,No stations reported.
34013,Essex County,New Jersey,No stations reported.
34015,Gloucester County,New Jersey,No stations reported.
34017,Hudson County,New Jersey,No stations reported.
34019,Hunterdon County,New Jersey,No stations reported.
34021,Mercer County,New Jersey,No stations reported.
34023,Middlesex County,New Jersey,No stations reported.
34025,Monmouth County,New Jersey,No stations reported.
34027,Morris County,New Jersey,No stations reported.
34029,Ocean County,New Jersey,No stations reported.
34031,Passaic County,New Jersey,No stations reported.
34033,Salem County,New Jersey,No stations reported.
34035,Somerset County,New Jersey,No stations reported.
34037,Sussex County,New Jersey,No stations reported.
34039,Union County,New Jersey,No stations reported.
34041,Warren County,New Jersey,No stations reported.
35001,Bernalillo County,New Mexico,No stations reported.
35003,Catron County,New Mexico,No stations reported.
35005,Chaves County,New Mexico,No stations reported.
35006,Cibola County,New Mexico,No stations reported.
35007,Colfax County,New Mexico,No stations reported.
35009,Curry County,New Mexico,No stations reported.
35011,DeBaca County,New Mexico,No stations reported.
35013,Doña Ana County,New Mexico,No stations reported.
35015,Eddy County,New Mexico,No stations reported.
35017,Grant County,New Mexico,No stations reported.
35019,Guadalupe County,New Mexico,No stations reported.
35021,Harding County,New Mexico,No stations reported.
35023,Hidalgo County,New Mexico,No stations reported.
35025,Lea County,New Mexico,No stations reported.
35027,Lincoln County,New Mexico,No stations reported.
35028,Los Alamos County,New Mexico,No stations reported.
35029,Luna County,New Mexico,No stations reported.
35031,McKinley County,New Mexico,No stations reported.
35033,Mora County,New Mexico,No stations reported.
35035,Otero County,New Mexico,No stations reported.
35037,Quay County,New Mexico,No stations reported.
35039,Rio Arriba County,New Mexico,No stations reported.
35041,Roosevelt County,New Mexico,No stations reported.
35043,Sandoval County,New Mexico,No stations reported.
35045,San Juan County,New Mexico,No stations reported.
35047,San Miguel County,New Mexico,No stations reported.
35049,Santa Fe County,New Mexico,No stations reported.
35051,Sierra County,New Mexico,No stations reported.
35053,Socorro County,New Mexico,No stations reported.
35055,Taos County,New Mexico,No stations reported.
35057,Torrance County,New Mexico,No stations reported.
35059,Union County,New Mexico,No stations reported.
35061,Valencia County,New Mexico,No stations reported.
36001,Albany County,New York,No stations reported.
36003,Allegany County,New York,No stations reported.
36005,Bronx County,New York,No stations reported.
36007,Broome County,New York,No stations reported.
36009,Cattaraugus County,New York,No stations reported.
36011,Cayuga County,New York,No stations reported.
36013,Chautauqua County,New York,No stations reported.
36015,Chemung County,New York,No stations reported.
36017,Chenango County,New York,No stations reported.
36019,Clinton County,New York,No stations reported.
36021,Columbia County,New York,No stations reported.
36023,Cortland County,New York,No stations reported.
36025,Delaware County,New York,No stations reported.
36027,Dutchess County,New York,No stations reported.
36029,Erie County,New York,No stations reported.
36031,Essex County,New York,No stations reported.
36033,Franklin County,New York,No stations reported.
36035,Fulton County,New York,No stations reported.
36037,Genesee County,New York,No stations reported.
36039,Greene County,New York,No stations reported.
36041,Hamilton County,New York,No stations reported.
36043,Herkimer County,New York,No stations reported.
36045,Jefferson County,New York,No stations reported.
36047,Kings County,New York,No stations reported.
36049,Lewis County,New York,No stations reported.
36051,Livingston County,New York,No stations reported.
36053,Madison County,New York,No stations reported.
36055,Monroe County,New York,No stations reported.
36057,Montgomery County,New York,No stations reported.
36059,Nassau County,New York,No stations reported.
36061,New York County,New York,No stations reported.
36063,Niagara County,New York,No stations reported.
36065,Oneida County,New York,No stations reported.
36067,Onondaga County,New York,No stations reported.
36069,Ontario County,New York,No stations reported.
36071,Orange County,New York,No stations reported.
36073,Orleans County,New York,No stations reported.
36075,Oswego County,New York,No stations reported.
36077,Otsego County,New York,No stations reported.
36079,Putnam County,New York,No stations reported.
36081,Queens County,New York,No stations reported.
36083,Rensselaer County,New York,No stations reported.
36085,Richmond County,New York,No stations reported.
36087,Rockland County,New York,No stations reported.
36089,St. Lawrence County,New York,No stations reported.
36091,Saratoga County,New York,No stations reported.
36093,Schenectady County,New York,No stations reported.
36095,Schoharie County,New York,No stations reported.
36097,Schuyler County,New York,No stations reported.
36099,Seneca County,New York,No stations reported.
36101,Steuben County,New York,No stations reported.
36103,Suffolk County,New York,No stations reported.
36105,Sullivan County,New York,No stations reported.
36107,Tioga County,New York,No stations reported.
36109,Tompkins County,New York,No stations reported.
36111,Ulster County,New York,No stations reported.
36113,Warren County,New York,No stations reported.
36115,Washington County,New York,No stations reported.
36117,Wayne County,New York,No stations reported.
36119,Westchester County,New York,No stations reported.
36121,Wyoming County,New York,No stations reported.
36123,Yates County,New York,No stations reported.
37001,Alamance County,North Carolina,No stations reported.
37003,Alexander County,North Carolina,No stations reported.
37005,Alleghany County,North Carolina,No stations reported.
37007,Anson County,North Carolina,No stations reported.
37009,Ashe County,North Carolina,No stations reported.
37011,Avery County,North Carolina,No stations reported.
37013,Beaufort County,North Carolina,No stations reported.
37015,Bertie County,North Carolina,No stations reported.
37017,Bladen County,North Carolina,No stations reported.
37019,Brunswick County,North Carolina,No stations reported.
37021,Buncombe County,North Carolina,No stations reported.
37023,Burke County,North Carolina,No stations reported.
37025,Cabarrus County,North Carolina,No stations reported.
37027,Caldwell County,North Carolina,No stations reported.
37029,Camden County,North Carolina,No stations reported.
37031,Carteret County,North Carolina,No stations reported.
37033,Caswell County,North Carolina,No stations reported.
37035,Catawba County,North Carolina,No stations reported.
37037,Chatham County,North Carolina,No stations reported.
37039,Cherokee County,North Carolina,No stations reported.
37041,Chowan County,North Carolina,No stations reported.
37043,Clay County,North Carolina,No stations reported.
37045,Cleveland County,North Carolina,No stations reported.
37047,Columbus County,North Carolina,No stations reported.
37049,Craven County,North Carolina,No stations reported.
37051,Cumberland County,North Carolina,No stations reported.
37053,Currituck County,North Carolina,No stations reported.
37055,Dare County,North Carolina,No stations reported.
37057,Davidson County,North Carolina,No stations reported.
37059,Davie County,North Carolina,No stations reported.
37061,Duplin County,North Carolina,No stations reported.
37063,Durham County,North Carolina,No stations reported.
37065,Edgecombe County,North Carolina,No stations reported.
37067,Forsyth County,North Carolina,No stations reported.
37069,Franklin County,North Carolina,No stations reported.
37071,Gaston County,North Carolina,No stations reported.
37073,Gates County,North Carolina,No stations reported.
37075,Graham County,North Carolina,No stations reported.
37077,Granville County,North Carolina,No stations reported.
37079,Greene County,North Carolina,No stations reported.
37081,Guilford County,North Carolina,No stations reported.
37083,Halifax County,North Carolina,No stations reported.
37085,Harnett County,North Carolina,No stations reported.
37087,Haywood County,North Carolina,No stations reported.
37089,Henderson County,North Carolina,No stations reported.
37091,Hertford County,North Carolina,No stations reported.
37093,Hoke County,North Carolina,No stations reported.
37095,Hyde County,North Carolina,No stations reported.
37097,Iredell County,North Carolina,No stations reported.
37099,Jackson County,North Carolina,No stations reported.
37101,Johnston County,North Carolina,No stations reported.
37103,Jones County,North Carolina,No stations reported.
37105,Lee County,North Carolina,No stations reported.
37107,Lenoir County,North Carolina,No stations reported.
37109,Lincoln County,North Carolina,No stations reported.
37111,McDowell County,North Carolina,No stations reported.
37113,Macon County,North Carolina,No stations reported.
37115,Madison County,North Carolina,No stations reported.
37117,Martin County,North Carolina,No stations reported.
37119,Mecklenburg County,North Carolina,No stations reported.
37121,Mitchell County,North Carolina,No stations reported.
37123,Montgomery County,North Carolina,No stations reported.
37125,Moore County,North Carolina,No stations reported.
37127,Nash County,North Carolina,No stations reported.
37129,New Hanover County,North Carolina,No stations reported.
37131,Northampton County,North Carolina,No stations reported.
37133,Onslow County,North Carolina,No stations reported.
37135,Orange County,North Carolina,No stations reported.
37137,Pamlico County,North Carolina,No stations reported.
